dataset,backbone,episode,baseline,selector,alpha,beta,calibration_nll,target_coverage,selector_threshold,false_pick_rate,pick_precision,pick_recall,revisit_burden,coverage,n_samples,n_pick,n_wait,n_revisit,n_false_pick,n_true_pick
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.4,0.6322170056927369,0.0,1.0,0.4232209737827715,0.6104553119730185,0.3895446880269815,593,117,114,362,0,113
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.5,0.7174863254400692,0.0,1.0,0.5056179775280899,0.5463743676222597,0.45362563237774034,593,141,128,324,0,135
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.6,0.776265615932713,0.0,1.0,0.5543071161048689,0.4957841483979764,0.5042158516020236,593,156,143,294,0,148
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.7,0.8284735971745492,0.0,1.0,0.6254681647940075,0.42158516020236086,0.5784148397976392,593,183,160,250,0,167
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.8,0.9249563072398894,0.0,1.0,0.7153558052434457,0.3608768971332209,0.6391231028667791,593,207,172,214,0,191
strawberry,vitb32,18,TipAdapter-selective,entropy,2.0,5.5,0.5974229275539599,0.9,1.0098725219523494,0.0,1.0,0.7827715355805244,0.2900505902192243,0.7099494097807757,593,226,195,172,0,209
strawberry,vitb32,19,TipAdapter-hard,none,2.0,5.5,0.5434419059231713,1.0,,0.0,1.0,0.9588014981273408,0.09949409780775717,0.9005059021922428,593,281,253,59,0,256
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.4,0.7360492367319117,0.0,1.0,0.45318352059925093,0.5986509274873525,0.4013490725126475,593,123,115,355,0,121
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.5,0.7004726956543115,0.0,1.0,0.550561797752809,0.5025295109612141,0.4974704890387859,593,150,145,298,0,147
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.6,0.6568469946994813,0.0,1.0,0.6928838951310862,0.40640809443507586,0.5935919055649241,593,190,162,241,0,185
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.7,0.5922082458986644,0.0,1.0,0.8014981273408239,0.31703204047217537,0.6829679595278246,593,220,185,188,0,214
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.8,0.5410713054724727,0.0,1.0,0.8614232209737828,0.23608768971332209,0.7639123102866779,593,238,215,140,0,230
strawberry,vitb32,19,TipAdapter-selective,msp,2.0,5.5,0.5434419059231713,0.9,0.46416549333552765,0.0,1.0,0.9063670411985019,0.163575042158516,0.836424957841484,593,258,238,97,0,242
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.4,0.5732176330974105,0.0,1.0,0.45318352059925093,0.5986509274873525,0.4013490725126475,593,123,115,355,0,121
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.5,0.5067744110750444,0.0,1.0,0.5917602996254682,0.4974704890387858,0.5025295109612142,593,161,137,295,0,158
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.6,0.426121121340432,0.0,1.0,0.700374531835206,0.40978077571669475,0.5902192242833053,593,192,158,243,0,187
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.7,0.32534748453978085,0.0,1.0,0.8164794007490637,0.31703204047217537,0.6829679595278246,593,226,179,188,0,218
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.8,0.2289316482904955,0.0,1.0,0.8726591760299626,0.23608768971332209,0.7639123102866779,593,244,209,140,0,233
strawberry,vitb32,19,TipAdapter-selective,margin,2.0,5.5,0.5434419059231713,0.9,0.09475785184222718,0.0,1.0,0.9138576779026217,0.15345699831365936,0.8465430016863407,593,264,238,91,0,244
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.4,0.7238478169541054,0.0,1.0,0.4307116104868914,0.5986509274873525,0.4013490725126475,593,117,121,355,0,115
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.5,0.7967875179726913,0.0,1.0,0.5393258426966292,0.5025295109612141,0.4974704890387859,593,147,148,298,0,144
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.6,0.8531103046796091,0.0,1.0,0.6554307116104869,0.40978077571669475,0.5902192242833053,593,179,171,243,0,175
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.7,0.9098610963925396,0.0,1.0,0.7602996254681648,0.32377740303541314,0.6762225969645869,593,208,193,192,0,203
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.8,0.9694494822870958,0.0,1.0,0.8277153558052435,0.2411467116357504,0.7588532883642496,593,229,221,143,0,221
strawberry,vitb32,19,TipAdapter-selective,entropy,2.0,5.5,0.5434419059231713,0.9,1.033872036236119,0.0,1.0,0.9063670411985019,0.16863406408094436,0.8313659359190556,593,253,240,100,0,242
